ID,1
4728459160322025755,1
1840432070229003467,1
12623336783082722606,1
7446733850828603409,1
16180660281866613068,1
17785904220243188370,1
990274745829191092,1
7088429156905622696,1
17369666874481210376,1
9576615899507897754,1
16141276822317637352,1
16771506104143981299,1
15811201100412842097,1
3467364854750147875,1
13360824748139724965,1
15254795447514691349,1
5597524186555201900,1
8890326047186736685,1
4686400048937545983,1
3076921795218374475,1
2718791779584172831,1
9812973371314479435,1
3610877260577385462,1
8153821115308523105,1
4619871939962812050,1
15002933321799120857,1
1920526896058981819,1
383039061592749068,1
6494626360123051757,1
9028037661602933489,1
294764944802023477,1
8178059676258741256,1
9192802433722360084,1
6265171631545878713,1
17345130155830850789,1
8386634709923685402,1
16119729471503049762,1
4817110864492980701,1
1423183946050457196,1
14256451796514419549,1
3570327462785321758,1
7656866448766563095,1
5963751028488488699,1
3618937679998848053,1
4162937093316561955,1
8892601113122068302,1
7064004936357723995,1
11975841967545431873,1
14824481358138904549,1
15791994136981611846,1
7837268564763716840,1
14381604282462016510,1
17069664805356101115,1
10170884615778404482,1
3344056291547773947,1
9614748926812051792,1
7091921778443334937,1
14232829301224959483,1
5483518204244517679,1
1787956019246227615,1
13119803940819759333,1
7436828557988936608,1
2088096275709157497,1
13338710078516636980,1
11549984641016783477,1
13144333887383502861,1
17380570431089224074,1
13377675649511407340,1
5180182358223417575,1
4210422402000642838,1
1841945114645937940,1
5103511150075969206,1
10862866600428100274,1
6433460865112952347,1
3962155875908439365,1
11930342796320155781,1
6472224949456617691,1
3507997709954899016,1
1934786771919750369,1
8596378944395659904,1
14647146937856687724,1
13920778042753784228,1
12027826103328479402,1
3520764809233442929,1
13514931448637757947,1
17867513397680886428,1
11631234402978218104,1
14796191680535448979,1
4043291275899948269,1
16357773047483340429,1
11427317819009813607,1
17864501460343117647,1
14791344936781318077,1
440242184084850934,1
2014751014266513217,1
15485576629392967256,1
2991165469253608489,1
14746572962026068352,1
11351490738056618880,1
6923501543757633653,1
2279959664591031318,1
5558292441139154505,1
10957886440507877942,1
9054835699126916873,1
6025080800847784754,1
6244470773361528143,1
13587155305118197777,1
2511926118684689147,1
15973505213789634557,1
16514471969314154009,1
10316942772164716766,1
2050899076343002180,1
913520040195503221,1
3650651819458061088,1
8860541431504435559,1
1835433226534672906,1
10972185252720534581,1
15882372106489193926,1
8289507253750975470,1
